# id	question	targets	expectedTerms	requiredMatches	expectedTitleTerms	expectedSectionTypes	forbiddenTerms	expectedDocumentTerms	expectedPageNumbers	expectedParentTerms	answerDirection	expectedResultMsgs
gen-official-92479	발간등록번호: 11-1471000-100120-01 의약품 중 불순물 저감화 사례집 (NDMA 사례 중심으로)(2026. 6.) 문서에서 연구에서 니트로사민 관련 본문 근거를 찾아줘	official_doc	연구에서|니트로사민|반응성|실제로|발간등록번호	2	발간등록번호|의약품	-	-	발간등록번호|의약품	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92545	참고 자료 여성·아동·장애인 대상 범죄 보완수사 우수사례집(2026. 4.) 문서에서 진술분석 토대로 관련 본문 근거를 찾아줘	official_doc	진술분석|토대로|드러나지|사건|참고	2	참고|자료	-	-	참고|자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92595	KOREA AEROSPACE ADMINISTRATION AIRCRAFT COMPONENT ENVIRONMENTAL TESTING & EVALUATION(2026. 5) 문서에서 RF 장비의 관련 본문 근거를 찾아줘	official_doc	RF|장비의|민감성|시험|KOREA	2	KOREA|AEROSPACE	-	-	KOREA|AEROSPACE	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92676	광업제조업동향조사, 서비스업동향조사, 건설경기동향조사, 기계수주동향조사, 경기종합지수, 설비투자지수, 전산업생산지수 보도자료 문서에서 전기·가스업 늘었으나 관련 본문 근거를 찾아줘	official_doc	전기·가스업|늘었으나|제조업|광공업|광업제조업동향조사	2	광업제조업동향조사|서비스업동향조사	-	-	광업제조업동향조사|서비스업동향조사	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107077	소비자물가조사 보도자료 보도시점 2026. 6. 2.(화) 08:00 배포 2026. 6. 2.(화) 07:30 문서에서 지출목적별 소비자물가지수 관련 본문 근거를 찾아줘	official_doc	지출목적별|소비자물가지수|품목수|통계표|소비자물가조사	2	소비자물가조사|보도자료	-	-	소비자물가조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107097	온라인쇼핑동향 보도자료 보도시점 2026. 6. 1.(월) 12:00 배포 2026. 6. 1.(월) 08:30 문서에서 거래액 전년동월대비 관련 본문 근거를 찾아줘	official_doc	거래액|전년동월대비|감소했으나|상품군별|온라인쇼핑동향	2	온라인쇼핑동향|보도자료	-	-	온라인쇼핑동향|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107187	발간등록번호 11-1833118-100025-01 세계유산 창덕궁과 종묘에 사용된 석재의 과학정보 문서에서 보존현황 부재번호 관련 본문 근거를 찾아줘	official_doc	보존현황|부재번호|창덕궁|돈화문|발간등록번호	2	발간등록번호|세계유산	-	-	발간등록번호|세계유산	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158142	화장품안전성평가자료작성가이드라인 문서에서 참고문헌 화장품법 관련 본문 근거를 찾아줘	official_doc	참고문헌|화장품법|법제처|ECHA|화장품안전성평가자료작성가이드라인	2	화장품안전성평가자료작성가이드라인	-	-	화장품안전성평가자료작성가이드라인	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-160673	공공재정 회복(Restoring Public Finances)보고서-2 문서에서 Senior Counsellor 관련 본문 근거를 찾아줘	official_doc	Senior|Counsellor|Director|Kelsey|공공재정	2	공공재정|회복	-	-	공공재정|회복	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89576	www.kopico.go.kr발 간 등 록 번 호 11-1790365-100041-10 2025 문서에서 개인정보 분쟁조정 관련 본문 근거를 찾아줘	official_doc	개인정보|분쟁조정|사례집|제외하도록|kopico	2	kopico|kr발	-	-	kopico|kr발	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89460	인구동향조사 보도자료 보도시점 2026. 5. 27.(수) 12:00 배포 2026. 5. 27.(수) 08:30 문서에서 분기별 전년동기대비 관련 본문 근거를 찾아줘	official_doc	분기별|전년동기대비|감소함|전국|인구동향조사	2	인구동향조사|보도자료	-	-	인구동향조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89816	회복과 도약, 모두의 1년 국민주권정부 123대 국정과제 추진 실적 2026년 문서에서 국정목표 추진전략 관련 본문 근거를 찾아줘	official_doc	국정목표|추진전략|국정과제|기본|회복	2	회복|도약	-	-	회복|도약	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90351	보도자료 보도시점 2026. 5. 20.(수) 12:00 배포 2026. 5. 20.(수) 08:30 2026년 1/4분기 문서에서 금융·보험 예술·스포츠·여 관련 본문 근거를 찾아줘	official_doc	금융·보험|예술·스포츠·여|부동산|서비스업생산|보도자료	2	보도자료|보도시점	-	-	보도자료|보도시점	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90468	임금근로 일자리동향 행정통계 보도자료 보도시점 2026. 5. 19.(화) 12:00 배포 2026. 5. 19.(화) 8:30 문서에서 일자리 전년동기대비 관련 본문 근거를 찾아줘	official_doc	일자리|전년동기대비|살펴보면|제조업|임금근로	2	임금근로|일자리동향	-	-	임금근로|일자리동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90536	2026 통일백서 문서에서 이재명 대통령 관련 본문 근거를 찾아줘	official_doc	이재명|대통령|남북공동선언|남북|통일백서	2	통일백서	-	-	통일백서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90749	2025~2035 정성적 일자리 전망 문서에서 PART 직업별 관련 본문 근거를 찾아줘	official_doc	PART|직업별|경영·사무·금융·보험직|과거|정성적	2	정성적|일자리	-	-	정성적|일자리	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89461	인구동향조사 보도자료 보도시점 2026. 5. 27.(수) 12:00 배포 2026. 5. 27.(수) 08:30 문서에서 구성비 전년동기대비 관련 본문 근거를 찾아줘	official_doc	구성비|전년동기대비|증가함|사망자|인구동향조사	2	인구동향조사|보도자료	-	-	인구동향조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90247	공익법인 연차보고서-2 문서에서 National Service 관련 본문 근거를 찾아줘	official_doc	National|Service|기업집단|공익법인	2	공익법인|연차보고서	-	-	공익법인|연차보고서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90352	보도자료 보도시점 2026. 5. 20.(수) 12:00 배포 2026. 5. 20.(수) 08:30 2026년 1/4분기 문서에서 소매판매 승용차·연료소매점 관련 본문 근거를 찾아줘	official_doc	소매판매|승용차·연료소매점|전문소매점|소비|보도자료	2	보도자료|보도시점	-	-	보도자료|보도시점	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90470	임금근로 일자리동향 행정통계 보도자료 보도시점 2026. 5. 19.(화) 12:00 배포 2026. 5. 19.(화) 8:30 문서에서 서비스 서비스업 관련 본문 근거를 찾아줘	official_doc	서비스|서비스업|산업대분류|협회|임금근로	2	임금근로|일자리동향	-	-	임금근로|일자리동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90537	2026 통일백서 문서에서 북한의 적대적 관련 본문 근거를 찾아줘	official_doc	북한의|적대적|국가관계|함께|통일백서	2	통일백서	-	-	통일백서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90750	2025~2035 정성적 일자리 전망 문서에서 인구구조 노동인구 관련 본문 근거를 찾아줘	official_doc	인구구조|노동인구|생산가능인구|정성적	2	정성적|일자리	-	-	정성적|일자리	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91525	월간 재정동향 2026년 5월 문서에서 중앙정부 감소한 관련 본문 근거를 찾아줘	official_doc	중앙정부|감소한|전년말|국가채무|월간	2	월간|재정동향	-	-	월간|재정동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91640	발 간 등 록 번 호 11-1352000-100630-10 아동보호서비스 문서에서 보호자 보호자란 관련 본문 근거를 찾아줘	official_doc	보호자|보호자란|친권자|서비스|아동보호서비스	2	아동보호서비스	-	-	아동보호서비스	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92480	발간등록번호: 11-1471000-100120-01 의약품 중 불순물 저감화 사례집 (NDMA 사례 중심으로)(2026. 6.) 문서에서 fluoxetine 불안정한 관련 본문 근거를 찾아줘	official_doc	fluoxetine|불안정한|나타내|반면|발간등록번호	2	발간등록번호|의약품	-	-	발간등록번호|의약품	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92548	참고 자료 여성·아동·장애인 대상 범죄 보완수사 우수사례집(2026. 4.) 문서에서 보완수사 우수사례집 관련 본문 근거를 찾아줘	official_doc	보완수사|우수사례집|중학생|여성·아동·장애인|참고	2	참고|자료	-	-	참고|자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92597	KOREA AEROSPACE ADMINISTRATION AIRCRAFT COMPONENT ENVIRONMENTAL TESTING & EVALUATION(2026. 5) 문서에서 항공기 데이터 관련 본문 근거를 찾아줘	official_doc	항공기|데이터|실시간|시스템|KOREA	2	KOREA|AEROSPACE	-	-	KOREA|AEROSPACE	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92686	광업제조업동향조사, 서비스업동향조사, 건설경기동향조사, 기계수주동향조사, 경기종합지수, 설비투자지수, 전산업생산지수 보도자료 문서에서 생산능력 가동률 관련 본문 근거를 찾아줘	official_doc	생산능력|가동률|전월대비|제조업|광업제조업동향조사	2	광업제조업동향조사|서비스업동향조사	-	-	광업제조업동향조사|서비스업동향조사	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107079	소비자물가조사 보도자료 보도시점 2026. 6. 2.(화) 08:00 배포 2026. 6. 2.(화) 07:30 문서에서 생활물가지수 가중치 관련 본문 근거를 찾아줘	official_doc	생활물가지수|가중치|신선식품지수|소비자물가지수|소비자물가조사	2	소비자물가조사|보도자료	-	-	소비자물가조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107188	발간등록번호 11-1833118-100025-01 세계유산 창덕궁과 종묘에 사용된 석재의 과학정보 문서에서 창덕궁 사용된 관련 본문 근거를 찾아줘	official_doc	창덕궁|사용된|석재의|금천교|발간등록번호	2	발간등록번호|세계유산	-	-	발간등록번호|세계유산	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158143	화장품안전성평가자료작성가이드라인 문서에서 Agency Screening 관련 본문 근거를 찾아줘	official_doc	Agency|Screening|level|Environmental|화장품안전성평가자료작성가이드라인	2	화장품안전성평가자료작성가이드라인	-	-	화장품안전성평가자료작성가이드라인	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-160674	공공재정 회복(Restoring Public Finances)보고서-2 문서에서 development drafted 관련 본문 근거를 찾아줘	official_doc	development|drafted|Kristin|Chapter|공공재정	2	공공재정|회복	-	-	공공재정|회복	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89417	온라인 구독형 서비스 제공사업자를 위한 이용자보호 정책 안내서 문서에서 서비스 이용자 관련 본문 근거를 찾아줘	official_doc	서비스|이용자|정기적|개념|온라인	2	온라인|구독형	-	-	온라인|구독형	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89462	인구동향조사 보도자료 보도시점 2026. 5. 27.(수) 12:00 배포 2026. 5. 27.(수) 08:30 문서에서 전년동월대비 증가함 관련 본문 근거를 찾아줘	official_doc	전년동월대비|증가함|증감률|혼인|인구동향조사	2	인구동향조사|보도자료	-	-	인구동향조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90354	보도자료 보도시점 2026. 5. 20.(수) 12:00 배포 2026. 5. 20.(수) 08:30 2026년 1/4분기 문서에서 건설수주 철도·궤 관련 본문 근거를 찾아줘	official_doc	건설수주|철도·궤|전년동분기대비|건설|보도자료	2	보도자료|보도시점	-	-	보도자료|보도시점	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90471	임금근로 일자리동향 행정통계 보도자료 보도시점 2026. 5. 19.(화) 12:00 배포 2026. 5. 19.(화) 8:30 문서에서 소분류별 일자리 관련 본문 근거를 찾아줘	official_doc	소분류별|일자리|전년동기대비|제조업|임금근로	2	임금근로|일자리동향	-	-	임금근로|일자리동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90538	2026 통일백서 문서에서 평화공존 안중근 관련 본문 근거를 찾아줘	official_doc	평화공존|안중근|의사의|첫째|통일백서	2	통일백서	-	-	통일백서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90753	2025~2035 정성적 일자리 전망 문서에서 PART 직업별 관련 본문 근거를 찾아줘	official_doc	PART|직업별|경영·사무·금융·보험직|제회계기준|정성적	2	정성적|일자리	-	-	정성적|일자리	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91531	월간 재정동향 2026년 5월 문서에서 취득·처분 취득액 관련 본문 근거를 찾아줘	official_doc	취득·처분|취득액|유가증권|국유재산|월간	2	월간|재정동향	-	-	월간|재정동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91644	발 간 등 록 번 호 11-1352000-100630-10 아동보호서비스 문서에서 아동권리협약 CRC 관련 본문 근거를 찾아줘	official_doc	아동권리협약|CRC|Convention|아동권리|아동보호서비스	2	아동보호서비스	-	-	아동보호서비스	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92180	2025년 재외공관의 해외진출기업 지원 사례집(2026. 5) 문서에서 사례집 니카라과대사관 관련 본문 근거를 찾아줘	official_doc	사례집|니카라과대사관|공유하고|정보|재외공관	2	재외공관|해외진출기업	-	-	재외공관|해외진출기업	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92481	발간등록번호: 11-1471000-100120-01 의약품 중 불순물 저감화 사례집 (NDMA 사례 중심으로)(2026. 6.) 문서에서 vortioxetine 환원제 관련 본문 근거를 찾아줘	official_doc	vortioxetine|환원제|관계없|반면|발간등록번호	2	발간등록번호|의약품	-	-	발간등록번호|의약품	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92549	참고 자료 여성·아동·장애인 대상 범죄 보완수사 우수사례집(2026. 4.) 문서에서 조사해 수사단계 관련 본문 근거를 찾아줘	official_doc	조사해|수사단계|거부했던|검찰|참고	2	참고|자료	-	-	참고|자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92602	KOREA AEROSPACE ADMINISTRATION AIRCRAFT COMPONENT ENVIRONMENTAL TESTING & EVALUATION(2026. 5) 문서에서 알에이치포커스 에이엔에이치스트럭쳐 관련 본문 근거를 찾아줘	official_doc	알에이치포커스|에이엔에이치스트럭쳐|엘아이지넥스원|스페이스|KOREA	2	KOREA|AEROSPACE	-	-	KOREA|AEROSPACE	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92690	광업제조업동향조사, 서비스업동향조사, 건설경기동향조사, 기계수주동향조사, 경기종합지수, 설비투자지수, 전산업생산지수 보도자료 문서에서 서비스업 전월대비 관련 본문 근거를 찾아줘	official_doc	서비스업|전월대비|도매업|도소매업|광업제조업동향조사	2	광업제조업동향조사|서비스업동향조사	-	-	광업제조업동향조사|서비스업동향조사	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107080	소비자물가조사 보도자료 보도시점 2026. 6. 2.(화) 08:00 배포 2026. 6. 2.(화) 07:30 문서에서 지출목적별 소비자물 관련 본문 근거를 찾아줘	official_doc	지출목적별|소비자물|가중치|소비자물가지수|소비자물가조사	2	소비자물가조사|보도자료	-	-	소비자물가조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107191	발간등록번호 11-1833118-100025-01 세계유산 창덕궁과 종묘에 사용된 석재의 과학정보 문서에서 보존현황 부재번호 관련 본문 근거를 찾아줘	official_doc	보존현황|부재번호|국가적|인정전|발간등록번호	2	발간등록번호|세계유산	-	-	발간등록번호|세계유산	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158144	화장품안전성평가자료작성가이드라인 문서에서 http ecetoc 관련 본문 근거를 찾아줘	official_doc	http|ecetoc|content|European|화장품안전성평가자료작성가이드라인	2	화장품안전성평가자료작성가이드라인	-	-	화장품안전성평가자료작성가이드라인	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-160675	공공재정 회복(Restoring Public Finances)보고서-2 문서에서 Bozzay Deputy 관련 본문 근거를 찾아줘	official_doc	Bozzay|Deputy|Head|Erika|공공재정	2	공공재정|회복	-	-	공공재정|회복	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89584	www.kopico.go.kr발 간 등 록 번 호 11-1790365-100041-10 2025 문서에서 분쟁조정위원회 분쟁의 관련 본문 근거를 찾아줘	official_doc	분쟁조정위원회|분쟁의|정하고|제5조|kopico	2	kopico|kr발	-	-	kopico|kr발	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89430	온라인 구독형 서비스 제공사업자를 위한 이용자보호 정책 안내서 문서에서 서비스 제공사업자 관련 본문 근거를 찾아줘	official_doc	서비스|제공사업자|이용자보호|약관|온라인	2	온라인|구독형	-	-	온라인|구독형	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89825	회복과 도약, 모두의 1년 국민주권정부 123대 국정과제 추진 실적 2026년 문서에서 국방정보본부 추가적인 관련 본문 근거를 찾아줘	official_doc	국방정보본부|추가적인|개편방안|향후에|회복	2	회복|도약	-	-	회복|도약	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90250	공익법인 연차보고서-2 문서에서 National Service 관련 본문 근거를 찾아줘	official_doc	National|Service|집단별|Chapter|공익법인	2	공익법인|연차보고서	-	-	공익법인|연차보고서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90355	보도자료 보도시점 2026. 5. 20.(수) 12:00 배포 2026. 5. 20.(수) 08:30 2026년 1/4분기 문서에서 메모리 반도체 관련 본문 근거를 찾아줘	official_doc	메모리|반도체|전년동분기대비|수출입|보도자료	2	보도자료|보도시점	-	-	보도자료|보도시점	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90472	임금근로 일자리동향 행정통계 보도자료 보도시점 2026. 5. 19.(화) 12:00 배포 2026. 5. 19.(화) 8:30 문서에서 일자리 전년동기대비 관련 본문 근거를 찾아줘	official_doc	일자리|전년동기대비|살펴보면|도소매업|임금근로	2	임금근로|일자리동향	-	-	임금근로|일자리동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90539	2026 통일백서 문서에서 국제적 이끌어 관련 본문 근거를 찾아줘	official_doc	국제적|이끌어|중요한|주변|통일백서	2	통일백서	-	-	통일백서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90755	2025~2035 정성적 일자리 전망 문서에서 PART 직업별 관련 본문 근거를 찾아줘	official_doc	PART|직업별|경영·사무·금융·보험직|증가하고|정성적	2	정성적|일자리	-	-	정성적|일자리	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91533	월간 재정동향 2026년 5월 문서에서 한국장학재단채권 공급망안정화기금채권 관련 본문 근거를 찾아줘	official_doc	한국장학재단채권|공급망안정화기금채권|기간산업안정기금채권|보증채무|월간	2	월간|재정동향	-	-	월간|재정동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91645	발 간 등 록 번 호 11-1352000-100630-10 아동보호서비스 문서에서 시·도지사 시장·군수·구청장 관련 본문 근거를 찾아줘	official_doc	시·도지사|시장·군수·구청장|보호대상아동|아동발견|아동보호서비스	2	아동보호서비스	-	-	아동보호서비스	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92482	발간등록번호: 11-1471000-100120-01 의약품 중 불순물 저감화 사례집 (NDMA 사례 중심으로)(2026. 6.) 문서에서 NTTP nitroso 관련 본문 근거를 찾아줘	official_doc	NTTP|nitroso|TFP|NDSRI|발간등록번호	2	발간등록번호|의약품	-	-	발간등록번호|의약품	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92552	참고 자료 여성·아동·장애인 대상 범죄 보완수사 우수사례집(2026. 4.) 문서에서 보완수사 우수사례집 관련 본문 근거를 찾아줘	official_doc	보완수사|우수사례집|묻지마|여성·아동·장애인|참고	2	참고|자료	-	-	참고|자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92603	KOREA AEROSPACE ADMINISTRATION AIRCRAFT COMPONENT ENVIRONMENTAL TESTING & EVALUATION(2026. 5) 문서에서 거성정밀 낙우산업사천 관련 본문 근거를 찾아줘	official_doc	거성정밀|낙우산업사천|낙원티엔에|제1절|KOREA	2	KOREA|AEROSPACE	-	-	KOREA|AEROSPACE	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92692	광업제조업동향조사, 서비스업동향조사, 건설경기동향조사, 기계수주동향조사, 경기종합지수, 설비투자지수, 전산업생산지수 보도자료 문서에서 전월대비 음식점 관련 본문 근거를 찾아줘	official_doc	전월대비|음식점|주점업|숙박|광업제조업동향조사	2	광업제조업동향조사|서비스업동향조사	-	-	광업제조업동향조사|서비스업동향조사	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107100	온라인쇼핑동향 보도자료 보도시점 2026. 6. 1.(월) 12:00 배포 2026. 6. 1.(월) 08:30 문서에서 거래액 온라인쇼핑 관련 본문 근거를 찾아줘	official_doc	거래액|온라인쇼핑|음식서비스|상품군별|온라인쇼핑동향	2	온라인쇼핑동향|보도자료	-	-	온라인쇼핑동향|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107192	발간등록번호 11-1833118-100025-01 세계유산 창덕궁과 종묘에 사용된 석재의 과학정보 문서에서 창덕궁 사용된 관련 본문 근거를 찾아줘	official_doc	창덕궁|사용된|석재의|선정전|발간등록번호	2	발간등록번호|세계유산	-	-	발간등록번호|세계유산	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158145	화장품안전성평가자료작성가이드라인 문서에서 OECD irritation 관련 본문 근거를 찾아줘	official_doc	OECD|irritation|bovine|Givaudan|화장품안전성평가자료작성가이드라인	2	화장품안전성평가자료작성가이드라인	-	-	화장품안전성평가자료작성가이드라인	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-160676	공공재정 회복(Restoring Public Finances)보고서-2 문서에서 Secretariat grateful 관련 본문 근거를 찾아줘	official_doc	Secretariat|grateful|delegates|tration|공공재정	2	공공재정|회복	-	-	공공재정|회복	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89594	www.kopico.go.kr발 간 등 록 번 호 11-1790365-100041-10 2025 문서에서 개인정보 분쟁조정 관련 본문 근거를 찾아줘	official_doc	개인정보|분쟁조정|사례집|수집한|kopico	2	kopico|kr발	-	-	kopico|kr발	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
